0.001	1	0
0.002	1	-0.000574074
0.003	0.999999	-0.00095864
0.004	0.999998	-0.00131005
0.005	0.999996	-0.00165175
0.006	0.999994	-0.00198963
0.007	0.999992	-0.0023257
0.008	0.99999	-0.0026608
0.009	0.999987	-0.00299533
0.01	0.999984	-0.00332951
0.011	0.99998	-0.00366346
0.012	0.999976	-0.00399725
0.013	0.999972	-0.00433091
0.014	0.999968	-0.0046645
0.015	0.999963	-0.00499801
0.016	0.999958	-0.00533148
0.017	0.999952	-0.00566489
0.018	0.999946	-0.00599828
0.019	0.99994	-0.00633162
0.02	0.999934	-0.00666494
0.021	0.999927	-0.00699824
0.022	0.99992	-0.00733151
0.023	0.999912	-0.00766476
0.024	0.999904	-0.00799798
0.025	0.999896	-0.00833119
0.026	0.999888	-0.00866437
0.027	0.999879	-0.00899753
0.028	0.99987	-0.00933068
0.029	0.99986	-0.0096638
0.03	0.999851	-0.0099969
0.031	0.99984	-0.01033
0.032	0.99983	-0.010663
0.033	0.999819	-0.0109961
0.034	0.999808	-0.0113291
0.035	0.999796	-0.0116621
0.036	0.999785	-0.0119951
0.037	0.999772	-0.012328
0.038	0.99976	-0.0126609
0.039	0.999747	-0.0129938
0.04	0.999734	-0.0133267
0.041	0.99972	-0.0136596
0.042	0.999707	-0.0139924
0.043	0.999692	-0.0143252
0.044	0.999678	-0.014658
0.045	0.999663	-0.0149907
0.046	0.999648	-0.0153235
0.047	0.999632	-0.0156561
0.048	0.999617	-0.0159888
0.049	0.9996	-0.0163214
0.05	0.999584	-0.016654
0.051	0.999567	-0.0169866
0.052	0.99955	-0.0173192
0.053	0.999533	-0.0176517
0.054	0.999515	-0.0179842
0.055	0.999497	-0.0183166
0.056	0.999478	-0.018649
0.057	0.999459	-0.0189814
0.058	0.99944	-0.0193138
0.059	0.999421	-0.0196461
0.06	0.999401	-0.0199783
0.061	0.999381	-0.0203106
0.062	0.99936	-0.0206428
0.063	0.999339	-0.020975
0.064	0.999318	-0.0213071
0.065	0.999297	-0.0216392
0.066	0.999275	-0.0219712
0.067	0.999253	-0.0223032
0.068	0.99923	-0.0226352
0.069	0.999208	-0.0229671
0.07	0.999184	-0.023299
0.071	0.999161	-0.0236309
0.072	0.999137	-0.0239627
0.073	0.999113	-0.0242944
0.074	0.999089	-0.0246262
0.075	0.999064	-0.0249578
0.076	0.999039	-0.0252895
0.077	0.999013	-0.025621
0.078	0.998987	-0.0259526
0.079	0.998961	-0.0262841
0.08	0.998935	-0.0266155
0.081	0.998908	-0.0269469
0.082	0.998881	-0.0272783
0.083	0.998854	-0.0276096
0.084	0.998826	-0.0279408
0.085	0.998798	-0.028272
0.086	0.998769	-0.0286032
0.087	0.99874	-0.0289343
0.088	0.998711	-0.0292653
0.089	0.998682	-0.0295963
0.09	0.998652	-0.0299272
0.091	0.998622	-0.0302581
0.092	0.998592	-0.0305889
0.093	0.998561	-0.0309197
0.094	0.99853	-0.0312504
0.095	0.998498	-0.0315811
0.096	0.998467	-0.0319117
0.097	0.998435	-0.0322423
0.098	0.998402	-0.0325728
0.099	0.998369	-0.0329032
0.1	0.998336	-0.0332336
0.101	0.998303	-0.0335639
0.102	0.998269	-0.0338941
0.103	0.998235	-0.0342243
0.104	0.998201	-0.0345545
0.105	0.998166	-0.0348845
0.106	0.998131	-0.0352146
0.107	0.998096	-0.0355445
0.108	0.99806	-0.0358744
0.109	0.998024	-0.0362042
0.11	0.997987	-0.036534
0.111	0.997951	-0.0368636
0.112	0.997914	-0.0371933
0.113	0.997876	-0.0375228
0.114	0.997839	-0.0378523
0.115	0.997801	-0.0381817
0.116	0.997762	-0.0385111
0.117	0.997724	-0.0388404
0.118	0.997685	-0.0391696
0.119	0.997645	-0.0394987
0.12	0.997606	-0.0398278
0.121	0.997566	-0.0401568
0.122	0.997525	-0.0404857
0.123	0.997485	-0.0408146
0.124	0.997444	-0.0411434
0.125	0.997402	-0.0414721
0.126	0.997361	-0.0418007
0.127	0.997319	-0.0421293
0.128	0.997277	-0.0424578
0.129	0.997234	-0.0427862
0.13	0.997191	-0.0431145
0.131	0.997148	-0.0434428
0.132	0.997104	-0.0437709
0.133	0.99706	-0.0440991
0.134	0.997016	-0.0444271
0.135	0.996971	-0.044755
0.136	0.996926	-0.0450829
0.137	0.996881	-0.0454107
0.138	0.996836	-0.0457384
0.139	0.99679	-0.046066
0.14	0.996743	-0.0463935
0.141	0.996697	-0.046721
0.142	0.99665	-0.0470484
0.143	0.996603	-0.0473756
0.144	0.996555	-0.0477028
0.145	0.996507	-0.04803
0.146	0.996459	-0.048357
0.147	0.996411	-0.0486839
0.148	0.996362	-0.0490108
0.149	0.996313	-0.0493376
0.15	0.996263	-0.0496643
0.151	0.996213	-0.0499909
0.152	0.996163	-0.0503174
0.153	0.996113	-0.0506438
0.154	0.996062	-0.0509701
0.155	0.996011	-0.0512964
0.156	0.995959	-0.0516225
0.157	0.995907	-0.0519486
0.158	0.995855	-0.0522745
0.159	0.995803	-0.0526004
0.16	0.99575	-0.0529262
0.161	0.995697	-0.0532518
0.162	0.995644	-0.0535774
0.163	0.99559	-0.0539029
0.164	0.995536	-0.0542283
0.165	0.995481	-0.0545536
0.166	0.995427	-0.0548788
0.167	0.995372	-0.0552039
0.168	0.995316	-0.0555289
0.169	0.995261	-0.0558538
0.17	0.995205	-0.0561786
0.171	0.995148	-0.0565033
0.172	0.995092	-0.0568279
0.173	0.995035	-0.0571525
0.174	0.994977	-0.0574769
0.175	0.99492	-0.0578012
0.176	0.994862	-0.0581254
0.177	0.994803	-0.0584495
0.178	0.994745	-0.0587734
0.179	0.994686	-0.0590973
0.18	0.994627	-0.0594211
0.181	0.994567	-0.0597448
0.182	0.994507	-0.0600684
0.183	0.994447	-0.0603918
0.184	0.994386	-0.0607152
0.185	0.994325	-0.0610385
0.186	0.994264	-0.0613616
0.187	0.994203	-0.0616846
0.188	0.994141	-0.0620076
0.189	0.994079	-0.0623304
0.19	0.994016	-0.0626531
0.191	0.993953	-0.0629757
0.192	0.99389	-0.0632982
0.193	0.993827	-0.0636205
0.194	0.993763	-0.0639428
0.195	0.993699	-0.0642649
0.196	0.993635	-0.064587
0.197	0.99357	-0.0649089
0.198	0.993505	-0.0652307
0.199	0.993439	-0.0655524
0.2	0.993374	-0.0658739
0.201	0.993308	-0.0661954
0.202	0.993241	-0.0665167
0.203	0.993175	-0.0668379
0.204	0.993108	-0.067159
0.205	0.99304	-0.06748
0.206	0.992973	-0.0678009
0.207	0.992905	-0.0681216
0.208	0.992836	-0.0684423
0.209	0.992768	-0.0687628
0.21	0.992699	-0.0690832
0.211	0.99263	-0.0694034
0.212	0.99256	-0.0697235
0.213	0.99249	-0.0700436
0.214	0.99242	-0.0703635
0.215	0.992349	-0.0706832
0.216	0.992279	-0.0710029
0.217	0.992207	-0.0713224
0.218	0.992136	-0.0716418
0.219	0.992064	-0.071961
0.22	0.991992	-0.0722802
0.221	0.99192	-0.0725992
0.222	0.991847	-0.0729181
0.223	0.991774	-0.0732368
0.224	0.9917	-0.0735555
0.225	0.991627	-0.073874
0.226	0.991553	-0.0741923
0.227	0.991478	-0.0745106
0.228	0.991404	-0.0748287
0.229	0.991329	-0.0751466
0.23	0.991253	-0.0754645
0.231	0.991178	-0.0757822
0.232	0.991102	-0.0760998
0.233	0.991025	-0.0764172
0.234	0.990949	-0.0767345
0.235	0.990872	-0.0770517
0.236	0.990795	-0.0773687
0.237	0.990717	-0.0776856
0.238	0.990639	-0.0780024
0.239	0.990561	-0.078319
0.24	0.990483	-0.0786355
0.241	0.990404	-0.0789519
0.242	0.990325	-0.0792681
0.243	0.990245	-0.0795842
0.244	0.990166	-0.0799001
0.245	0.990086	-0.0802159
0.246	0.990005	-0.0805316
0.247	0.989925	-0.0808471
0.248	0.989844	-0.0811624
0.249	0.989762	-0.0814777
0.25	0.989681	-0.0817928
0.251	0.989599	-0.0821077
0.252	0.989516	-0.0824225
0.253	0.989434	-0.0827372
0.254	0.989351	-0.0830517
0.255	0.989268	-0.0833661
0.256	0.989184	-0.0836803
0.257	0.9891	-0.0839944
0.258	0.989016	-0.0843083
0.259	0.988932	-0.0846221
0.26	0.988847	-0.0849357
0.261	0.988762	-0.0852492
0.262	0.988676	-0.0855625
0.263	0.988591	-0.0858757
0.264	0.988505	-0.0861888
0.265	0.988418	-0.0865016
0.266	0.988332	-0.0868144
0.267	0.988245	-0.087127
0.268	0.988157	-0.0874394
0.269	0.98807	-0.0877517
0.27	0.987982	-0.0880638
0.271	0.987894	-0.0883758
0.272	0.987805	-0.0886876
0.273	0.987716	-0.0889993
0.274	0.987627	-0.0893108
0.275	0.987538	-0.0896221
0.276	0.987448	-0.0899333
0.277	0.987358	-0.0902444
0.278	0.987267	-0.0905553
0.279	0.987177	-0.090866
0.28	0.987086	-0.0911766
0.281	0.986994	-0.091487
0.282	0.986903	-0.0917973
0.283	0.986811	-0.0921074
0.284	0.986718	-0.0924173
0.285	0.986626	-0.0927271
0.286	0.986533	-0.0930367
0.287	0.98644	-0.0933461
0.288	0.986346	-0.0936554
0.289	0.986253	-0.0939646
0.29	0.986158	-0.0942735
0.291	0.986064	-0.0945823
0.292	0.985969	-0.094891
0.293	0.985874	-0.0951994
0.294	0.985779	-0.0955078
0.295	0.985683	-0.0958159
