0.001	1	0
0.002	0.999999	-0.00113907
0.003	0.999998	-0.00190182
0.004	0.999996	-0.00259855
0.005	0.999993	-0.00327579
0.006	0.999989	-0.00394521
0.007	0.999985	-0.0046108
0.008	0.99998	-0.00527423
0.009	0.999974	-0.0059363
0.01	0.999968	-0.00659743
0.011	0.999961	-0.00725784
0.012	0.999953	-0.00791769
0.013	0.999945	-0.00857705
0.014	0.999936	-0.00923599
0.015	0.999927	-0.00989453
0.016	0.999916	-0.0105527
0.017	0.999906	-0.0112105
0.018	0.999894	-0.011868
0.019	0.999882	-0.0125252
0.02	0.999869	-0.013182
0.021	0.999855	-0.0138385
0.022	0.999841	-0.0144946
0.023	0.999826	-0.0151505
0.024	0.999811	-0.015806
0.025	0.999795	-0.0164611
0.026	0.999778	-0.017116
0.027	0.999761	-0.0177705
0.028	0.999743	-0.0184246
0.029	0.999724	-0.0190784
0.03	0.999704	-0.0197319
0.031	0.999684	-0.020385
0.032	0.999664	-0.0210378
0.033	0.999642	-0.0216902
0.034	0.99962	-0.0223423
0.035	0.999598	-0.022994
0.036	0.999574	-0.0236453
0.037	0.99955	-0.0242962
0.038	0.999526	-0.0249468
0.039	0.9995	-0.025597
0.04	0.999474	-0.0262468
0.041	0.999448	-0.0268962
0.042	0.999421	-0.0275452
0.043	0.999393	-0.0281938
0.044	0.999364	-0.0288421
0.045	0.999335	-0.0294899
0.046	0.999305	-0.0301373
0.047	0.999275	-0.0307843
0.048	0.999244	-0.0314308
0.049	0.999212	-0.032077
0.05	0.99918	-0.0327227
0.051	0.999146	-0.033368
0.052	0.999113	-0.0340129
0.053	0.999078	-0.0346573
0.054	0.999043	-0.0353013
0.055	0.999008	-0.0359448
0.056	0.998972	-0.0365879
0.057	0.998935	-0.0372305
0.058	0.998897	-0.0378726
0.059	0.998859	-0.0385143
0.06	0.99882	-0.0391556
0.061	0.998781	-0.0397963
0.062	0.998741	-0.0404366
0.063	0.9987	-0.0410764
0.064	0.998658	-0.0417157
0.065	0.998616	-0.0423545
0.066	0.998574	-0.0429928
0.067	0.99853	-0.0436306
0.068	0.998486	-0.0442679
0.069	0.998442	-0.0449047
0.07	0.998397	-0.045541
0.071	0.998351	-0.0461768
0.072	0.998304	-0.0468121
0.073	0.998257	-0.0474468
0.074	0.998209	-0.048081
0.075	0.998161	-0.0487147
0.076	0.998112	-0.0493478
